OPERADORA;COD_OPERADORA;TIPO_SERVICO;COD_SERVICO;EMPRESA;COD_EMPRESA;UF;COD_UF;CIDADE;COD_CIDADE;TIPO_RECURSO;COD_TIPO_RECURSO;VALOR_MENSAL
ALGAR CTBC;1;DADOS;1;SMARTSAVING;1;SC;18;PALHOCA;101;LINK DEDICADO;9;1350,01
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;BA;4;SALVADOR;121;LINK DEDICADO;9;382,78
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;BA;4;SALVADOR;121;LINK DEDICADO;9;384
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;BA;4;SALVADOR;121;LINK DEDICADO;9;574,16
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;BA;4;SALVADOR;121;LINK DEDICADO;9;576
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;CE;5;FORTALEZA;63;LINK DEDICADO;9;380
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;CE;5;FORTALEZA;63;LINK DEDICADO;9;569,99
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;PB;10;JOAO PESSOA;80;LINK DEDICADO;9;384
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;PB;10;JOAO PESSOA;80;LINK DEDICADO;9;576
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;PE;11;OLINDA;99;LINK DEDICADO;9;384
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;PE;11;OLINDA;99;LINK DEDICADO;9;576
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;PE;11;RECIFE;114;LINK DEDICADO;9;320
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;PE;11;RECIFE;114;LINK DEDICADO;9;480
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;PR;13;CURITIBA;56;LINK DEDICADO;9;384
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;PR;13;CURITIBA;56;LINK DEDICADO;9;576,01
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;PR;13;SAO JOSE DOS PINHAIS;135;LINK DEDICADO;9;384
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;PR;13;SAO JOSE DOS PINHAIS;135;LINK DEDICADO;9;576,01
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;BALNEARIO CABORIU;28;LINK DEDICADO;9;261,9
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;BALNEARIO CABORIU;28;LINK DEDICADO;9;384
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;BALNEARIO CABORIU;28;LINK DEDICADO;9;392,85
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;BALNEARIO CABORIU;28;LINK DEDICADO;9;576
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;BLUMENAU;37;LINK DEDICADO;9;260
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;BLUMENAU;37;LINK DEDICADO;9;384
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;BLUMENAU;37;LINK DEDICADO;9;389,99
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;BLUMENAU;37;LINK DEDICADO;9;576
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;BRUSQUE;41;LINK DEDICADO;9;261,9
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;BRUSQUE;41;LINK DEDICADO;9;392,85
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;CHAPECO;52;LINK DEDICADO;9;284,9
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;CHAPECO;52;LINK DEDICADO;9;427,35
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;CRICIUMA;54;LINK DEDICADO;9;260
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;CRICIUMA;54;LINK DEDICADO;9;390
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;FLORIANOPOLIS;61;LINK DEDICADO;9;261,89
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;FLORIANOPOLIS;61;LINK DEDICADO;9;384
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;FLORIANOPOLIS;61;LINK DEDICADO;9;392,84
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;FLORIANOPOLIS;61;LINK DEDICADO;9;576
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;ITAJAI;74;LINK DEDICADO;9;384
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;ITAJAI;74;LINK DEDICADO;9;576
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;JARAGUA DO SUL;78;LINK DEDICADO;9;384
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;JARAGUA DO SUL;78;LINK DEDICADO;9;576
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;PALHOCA;101;LINK DEDICADO;9;384
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;PALHOCA;101;LINK DEDICADO;9;576
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;PORTO BELO;109;LINK DEDICADO;9;855,66
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;PORTO BELO;109;LINK DEDICADO;9;1283,48
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;SAO JOSE;133;LAN TO LAN;7;1650,01
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;SAO JOSE;133;LINK DEDICADO;9;260
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;SAO JOSE;133;LINK DEDICADO;9;384
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;SAO JOSE;133;LINK DEDICADO;9;390
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;SAO JOSE;133;LINK DEDICADO;9;576
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;SAO JOSE;133;LINK DEDICADO;9;960,49
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;SAO JOSE;133;LINK DEDICADO;9;2241,13
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;TUBARAO;156;LINK DEDICADO;9;384
ALGAR CTBC;1;DADOS;1;SMARTSAVING;2;SC;18;TUBARAO;156;LINK DEDICADO;9;576
ALGAR CTBC;1;DDG;1;SMARTSAVING;1;SP;19;CAMPINAS;47;800;1;433,79
ALGAR CTBC;1;DDG;1;SMARTSAVING;1;SP;19;IBIUNA;69;800;1;100,01
ALGAR CTBC;1;DDG;1;SMARTSAVING;1;SP;19;SAO PAULO;140;800;1;140,17
ALGAR CTBC;1;DDG;1;SMARTSAVING;1;SP;19;TIRADENTES;153;800;1;2843,13
ALGAR CTBC;1;FIXO;1;SMARTSAVING;1;PR;13;ADRIANOPOLIS;4;DDR;3;2000
ALGAR CTBC;1;FIXO;1;SMARTSAVING;1;PR;13;ALMIRANTE TAMANDARE;9;DDR;3;2000
ALGAR CTBC;1;FIXO;1;SMARTSAVING;1;SC;18;BALNEARIO ARROIO DO SILVA;27;DDR;3;132,15
ALGAR CTBC;1;FIXO;1;SMARTSAVING;1;SC;18;BALNEARIO GAIVOTA;29;DDR;3;6607,52
ALGAR CTBC;1;FIXO;1;SMARTSAVING;1;SC;18;CAPIVARI DE BAIXO;50;DDR;3;6607,52
ALGAR CTBC;1;FIXO;1;SMARTSAVING;1;SC;18;MAJOR GERCINO;87;DDR;3;132,15
ALGAR CTBC;1;FIXO;1;SMARTSAVING;2;SC;18;AGUAS MORNAS;7;LINHA ANALOGICA;8;132,15
ALGAR CTBC;1;FIXO;1;SMARTSAVING;2;SC;18;BRACO DO NORTE;40;DDR;3;1400
ALGAR CTBC;1;FIXO;1;SMARTSAVING;2;SC;18;CRICIUMA;54;LINHA ANALOGICA;8;132,15
ALGAR CTBC;1;FIXO;1;SMARTSAVING;2;SC;18;MAJOR GERCINO;87;DDR;3;1400
AMAZONET;2;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;LINK DEDICADO;9;240
AMAZONET;2;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;LINK DEDICADO;9;360
AMERICA NET;3;DADOS;1;SMARTSAVING;2;BA;4;CAMBUCI;46;LINK DEDICADO;9;396
AMERICA NET;3;DADOS;1;SMARTSAVING;2;BA;4;CAMBUCI;46;LINK DEDICADO;9;594
BR DIGITAL;4;DADOS;1;SMARTSAVING;1;SC;18;PALHOCA;101;LAN TO LAN;7;1400
BR DIGITAL;4;DADOS;1;SMARTSAVING;1;SP;19;SANTANA PARNAIBA;125;LINK DEDICADO;9;2100
BRAVA INTERNET;5;DADOS;1;SMARTSAVING;2;MT;8;CACERES;43;LINK DEDICADO;9;119,2
BRAVA INTERNET;5;DADOS;1;SMARTSAVING;2;MT;8;CACERES;43;LINK DEDICADO;9;178,8
CONNECTRONIC;6;DADOS;1;SMARTSAVING;2;PA;9;ANANINDEUA;16;LINK DEDICADO;9;180
CONNECTRONIC;6;DADOS;1;SMARTSAVING;2;PA;9;ANANINDEUA;16;LINK DEDICADO;9;270
CONNECTRONIC;6;DADOS;1;SMARTSAVING;2;PI;12;TERESINA;150;LINK DEDICADO;9;352
CONNECTRONIC;6;DADOS;1;SMARTSAVING;2;PI;12;TERESINA;150;LINK DEDICADO;9;528
ELO MULTIMIDIA;7;DADOS;1;SMARTSAVING;2;MA;6;SAO JOAO DOS PATOS;132;LINK DEDICADO;9;512
ELO MULTIMIDIA;7;DADOS;1;SMARTSAVING;2;MA;6;SAO JOAO DOS PATOS;132;LINK DEDICADO;9;768
ELO MULTIMIDIA;7;DADOS;1;SMARTSAVING;2;MA;6;SAO LUIS;137;ADSL;2;87,96
ELO MULTIMIDIA;7;DADOS;1;SMARTSAVING;2;MA;6;SAO LUIS;137;ADSL;2;131,94
ELO MULTIMIDIA;7;DADOS;1;SMARTSAVING;2;RR;16;SAO LUIZ;138;ADSL;2;87,96
ELO MULTIMIDIA;7;DADOS;1;SMARTSAVING;2;RR;16;SAO LUIZ;138;ADSL;2;131,94
EMBRATEL;8;DADOS;1;SMARTSAVING;1;RJ;14;RIO DE JANEIRO;117;MPLS;11;1735,42
EMBRATEL;8;DADOS;1;SMARTSAVING;1;RJ;14;RIO DE JANEIRO;117;MPLS;11;1836,78
EMBRATEL;8;DADOS;1;SMARTSAVING;1;SC;18;PALHOCA;101;GERENCIA E SUPERVISAO DE REDE;4;5665,83
EMBRATEL;8;DADOS;1;SMARTSAVING;1;SP;19;BARUERI;33;MPLS;11;1790,96
EMBRATEL;8;DADOS;1;SMARTSAVING;1;SP;19;SAO PAULO;140;MPLS;11;1565,16
EMBRATEL;8;DADOS;1;SMARTSAVING;1;SP;19;SAO PAULO;140;MPLS;11;1705,9
EMBRATEL;8;DADOS;1;SMARTSAVING;1;SP;19;SAO PAULO;140;MPLS;11;1782,29
EMBRATEL;8;DADOS;1;SMARTSAVING;1;SP;19;SAO PAULO;140;MPLS;11;1790,96
EMBRATEL;8;DADOS;1;SMARTSAVING;1;SP;19;SAO PAULO;140;MPLS;11;4654,52
EMBRATEL;8;DADOS;1;SMARTSAVING;2;AC;1;RIO BRANCO;116;MPLS;11;478,17
EMBRATEL;8;DADOS;1;SMARTSAVING;2;AC;1;RIO BRANCO;116;MPLS;11;717,26
EMBRATEL;8;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;MPLS;11;509,21
EMBRATEL;8;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;MPLS;11;511,22
EMBRATEL;8;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;MPLS;11;514,21
EMBRATEL;8;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;MPLS;11;643,48
EMBRATEL;8;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;MPLS;11;647,52
EMBRATEL;8;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;MPLS;11;763,82
EMBRATEL;8;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;MPLS;11;766,84
EMBRATEL;8;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;MPLS;11;771,31
EMBRATEL;8;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;MPLS;11;965,23
EMBRATEL;8;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;MPLS;11;971,29
EMBRATEL;8;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;MPLS;11;1285,53
EMBRATEL;8;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;MPLS;11;1344,14
EMBRATEL;8;DADOS;1;SMARTSAVING;2;AM;3;MANAUS;88;MPLS;11;2016,22
EMBRATEL;8;DADOS;1;SMARTSAVING;2;BA;4;CAMBUCI;46;MPLS;11;505,63
EMBRATEL;8;DADOS;1;SMARTSAVING;2;BA;4;CAMBUCI;46;MPLS;11;758,44
EMBRATEL;8;DADOS;1;SMARTSAVING;2;BA;4;SALVADOR;121;MPLS;11;284,12
EMBRATEL;8;DADOS;1;SMARTSAVING;2;BA;4;SALVADOR;121;MPLS;11;426,19
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MA;6;IMPERATRIZ;73;MPLS;11;191,88
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MA;6;IMPERATRIZ;73;MPLS;11;287,82
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MA;6;IMPERATRIZ;73;MPLS;11;311,73
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MA;6;IMPERATRIZ;73;MPLS;11;467,59
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MA;6;SAO JOAO DOS PATOS;132;MPLS;11;506,57
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MA;6;SAO JOAO DOS PATOS;132;MPLS;11;759,86
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MA;6;SAO LUIS;137;MPLS;11;798,48
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MA;6;SAO LUIS;137;MPLS;11;1197,71
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MS;7;CAMPO GRANDE;48;MPLS;11;506,57
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MS;7;CAMPO GRANDE;48;MPLS;11;759,86
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MS;7;DOURADOS;57;MPLS;11;506,57
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MS;7;DOURADOS;57;MPLS;11;584,97
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MS;7;DOURADOS;57;MPLS;11;759,86
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MS;7;DOURADOS;57;MPLS;11;877,46
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MT;8;CACERES;43;MPLS;11;530,19
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MT;8;CACERES;43;MPLS;11;795,28
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MT;8;CUIABA;55;MPLS;11;528,36
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MT;8;CUIABA;55;MPLS;11;530,19
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MT;8;CUIABA;55;MPLS;11;792,53
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MT;8;CUIABA;55;MPLS;11;795,28
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MT;8;RONDONDOPOLIS;119;MPLS;11;530,19
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MT;8;RONDONDOPOLIS;119;MPLS;11;795,28
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MT;8;SINOP;144;MPLS;11;200,82
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MT;8;SINOP;144;MPLS;11;301,24
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MT;8;SINOP;144;MPLS;11;329,34
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MT;8;SINOP;144;MPLS;11;494
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MT;8;SORRISO;147;MPLS;11;200,82
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MT;8;SORRISO;147;MPLS;11;301,24
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MT;8;SORRISO;147;MPLS;11;329,34
EMBRATEL;8;DADOS;1;SMARTSAVING;2;MT;8;SORRISO;147;MPLS;11;494
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PA;9;BELEM;34;MPLS;11;194,77
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PA;9;BELEM;34;MPLS;11;292,16
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PA;9;BELEM;34;MPLS;11;319,41
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PA;9;BELEM;34;MPLS;11;479,12
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PA;9;BELEM;34;MPLS;11;511,22
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PA;9;BELEM;34;MPLS;11;513,5
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PA;9;BELEM;34;MPLS;11;514,21
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PA;9;BELEM;34;MPLS;11;766,84
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PA;9;BELEM;34;MPLS;11;770,24
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PA;9;BELEM;34;MPLS;11;771,31
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PA;9;BELEM;34;MPLS;11;810,51
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PA;9;BELEM;34;MPLS;11;1215,76
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PA;9;MARABA;89;MPLS;11;514,21
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PA;9;MARABA;89;MPLS;11;771,31
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PE;11;CABO DE SANTO AGOSTINHO;42;MPLS;11;1526,59
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PE;11;RECIFE;114;MPLS;11;585,38
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PE;11;RECIFE;114;MPLS;11;878,06
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PI;12;TERESINA;150;MPLS;11;810,51
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PI;12;TERESINA;150;MPLS;11;1215,76
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PR;13;CURITIBA;56;MPLS;11;506,57
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PR;13;CURITIBA;56;MPLS;11;759,86
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PR;13;LONDRINA;86;MPLS;11;506,57
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PR;13;LONDRINA;86;MPLS;11;759,86
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PR;13;MARINGA;92;MPLS;11;191,88
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PR;13;MARINGA;92;MPLS;11;287,82
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PR;13;MARINGA;92;MPLS;11;314,67
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PR;13;MARINGA;92;MPLS;11;472
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PR;13;PONTA GROSSA;107;MPLS;11;506,57
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PR;13;PONTA GROSSA;107;MPLS;11;759,86
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PR;13;SAO JOSE DOS PINHAIS;135;MPLS;11;506,57
EMBRATEL;8;DADOS;1;SMARTSAVING;2;PR;13;SAO JOSE DOS PINHAIS;135;MPLS;11;759,86
EMBRATEL;8;DADOS;1;SMARTSAVING;2;RO;15;CACOAL;44;MPLS;11;491,96
EMBRATEL;8;DADOS;1;SMARTSAVING;2;RO;15;CACOAL;44;MPLS;11;737,95
EMBRATEL;8;DADOS;1;SMARTSAVING;2;RO;15;JI PARANA;79;MPLS;11;186,34
EMBRATEL;8;DADOS;1;SMARTSAVING;2;RO;15;JI PARANA;79;MPLS;11;279,52
EMBRATEL;8;DADOS;1;SMARTSAVING;2;RO;15;JI PARANA;79;MPLS;11;305,59
EMBRATEL;8;DADOS;1;SMARTSAVING;2;RO;15;JI PARANA;79;MPLS;11;458,39
EMBRATEL;8;DADOS;1;SMARTSAVING;2;RO;15;PORTO VELHO;111;MPLS;11;402,07
EMBRATEL;8;DADOS;1;SMARTSAVING;2;RO;15;PORTO VELHO;111;MPLS;11;491,96
EMBRATEL;8;DADOS;1;SMARTSAVING;2;RO;15;PORTO VELHO;111;MPLS;11;603,1
EMBRATEL;8;DADOS;1;SMARTSAVING;2;RO;15;PORTO VELHO;111;MPLS;11;737,95
EMBRATEL;8;DADOS;1;SMARTSAVING;2;RR;16;BOA VISTA;38;MPLS;11;643,33
EMBRATEL;8;DADOS;1;SMARTSAVING;2;RR;16;BOA VISTA;38;MPLS;11;964,99
EMBRATEL;8;DADOS;1;SMARTSAVING;2;RR;16;BOA VISTA;38;MPLS;11;1561,28
EMBRATEL;8;DADOS;1;SMARTSAVING;2;RR;16;BOA VISTA;38;MPLS;11;2341,91
EMBRATEL;8;DADOS;1;SMARTSAVING;2;RR;16;SAO LUIZ;138;MPLS;11;503,63
EMBRATEL;8;DADOS;1;SMARTSAVING;2;RR;16;SAO LUIZ;138;MPLS;11;755,45
EMBRATEL;8;DADOS;1;SMARTSAVING;2;RR;16;SAO LUIZ;138;MPLS;11;798,48
EMBRATEL;8;DADOS;1;SMARTSAVING;2;RR;16;SAO LUIZ;138;MPLS;11;1197,71
EMBRATEL;8;DADOS;1;SMARTSAVING;2;SC;18;BALNEARIO CABORIU;28;MPLS;11;137,44
EMBRATEL;8;DADOS;1;SMARTSAVING;2;SC;18;BALNEARIO CABORIU;28;MPLS;11;206,16
EMBRATEL;8;DADOS;1;SMARTSAVING;2;SC;18;BALNEARIO CABORIU;28;MPLS;11;340,72
EMBRATEL;8;DADOS;1;SMARTSAVING;2;SC;18;BALNEARIO CABORIU;28;MPLS;11;458,39
EMBRATEL;8;DADOS;1;SMARTSAVING;2;SC;18;BALNEARIO CABORIU;28;MPLS;11;511,08
EMBRATEL;8;DADOS;1;SMARTSAVING;2;SC;18;BALNEARIO CABORIU;28;MPLS;11;687,58
EMBRATEL;8;DADOS;1;SMARTSAVING;2;SC;18;BLUMENAU;37;MPLS;11;137,44
EMBRATEL;8;DADOS;1;SMARTSAVING;2;SC;18;BLUMENAU;37;MPLS;11;206,16
EMBRATEL;8;DADOS;1;SMARTSAVING;2;SC;18;CHAPECO;52;MPLS;11;478,17
EMBRATEL;8;DADOS;1;SMARTSAVING;2;SC;18;CHAPECO;52;MPLS;11;717,26
EMBRATEL;8;DADOS;1;SMARTSAVING;2;SC;18;CRICIUMA;54;MPLS;11;478,17
